"","datetime","sensor_name","sensor_state","anomaly"
"542",1970-01-22 22:49:02,"sleep","ON",0
"543",1970-01-23 07:01:45,"sleep","OFF",0
"544",1970-01-23 07:08:09,"bed","OFF",0
"545",1970-01-23 07:08:19,"toilet","ON",0
"546",1970-01-23 07:34:52,"toilet","OFF",0
"547",1970-01-23 07:35:02,"social","ON",0
"548",1970-01-23 09:38:47,"social","OFF",0
"549",1970-01-23 09:38:57,"tv","ON",0
"550",1970-01-23 10:15:27,"tv","OFF",0
"551",1970-01-23 10:15:27,"toilet","ON",0
"552",1970-01-23 10:25:05,"toilet","OFF",0
"553",1970-01-23 10:25:15,"social","ON",0
"554",1970-01-23 12:38:19,"social","OFF",0
"555",1970-01-23 12:38:29,"tv","ON",0
"556",1970-01-23 13:38:17,"toilet","ON",0
"557",1970-01-23 13:49:36,"toilet","OFF",0
"558",1970-01-23 13:49:46,"pc","ON",0
"559",1970-01-23 16:08:06,"tv","OFF",0
"560",1970-01-23 16:08:16,"toilet","ON",0
"561",1970-01-23 16:20:07,"toilet","OFF",0
"562",1970-01-23 16:20:17,"pc","OFF",0
"563",1970-01-23 16:20:27,"toilet","ON",0
"564",1970-01-23 16:28:56,"toilet","OFF",0
"565",1970-01-23 16:29:06,"social","ON",0
"566",1970-01-23 18:37:24,"social","OFF",0
"567",1970-01-23 18:37:34,"bed","ON",0
"568",1970-01-23 18:49:45,"sleep","ON",0
"569",1970-01-23 22:50:56,"sleep","OFF",0
"570",1970-01-23 22:54:56,"bed","OFF",0
"571",1970-01-23 22:55:06,"toilet","ON",0
"572",1970-01-23 23:07:56,"toilet","OFF",0
"573",1970-01-23 23:08:06,"tv","ON",0
"574",1970-01-24 01:13:59,"tv","OFF",0
"575",1970-01-24 01:13:59,"bed","ON",0
"576",1970-01-24 01:25:13,"sleep","ON",0
"577",1970-01-24 06:08:39,"sleep","OFF",0
"578",1970-01-24 06:13:16,"bed","OFF",0
"579",1970-01-24 06:13:26,"toilet","ON",0
"580",1970-01-24 06:42:51,"toilet","OFF",0
"581",1970-01-24 06:43:01,"bed","ON",0
"582",1970-01-24 07:10:21,"bed","OFF",0
"583",1970-01-24 07:10:31,"pc","ON",0
"584",1970-01-24 09:33:45,"tv","ON",0
"585",1970-01-24 12:43:31,"pc","OFF",0
"586",1970-01-24 12:43:41,"social","ON",0
"587",1970-01-24 15:05:53,"social","OFF",0
"588",1970-01-24 15:06:03,"tv","OFF",0
"589",1970-01-24 15:06:13,"pc","ON",0
"590",1970-01-24 16:11:46,"pc","OFF",0
"591",1970-01-24 16:11:46,"social","ON",0
"592",1970-01-24 20:17:18,"social","OFF",0
"593",1970-01-24 20:17:28,"bed","ON",0
"594",1970-01-24 20:47:02,"bed","OFF",0
"595",1970-01-24 20:47:12,"toilet","ON",0
"596",1970-01-24 20:59:11,"toilet","OFF",0
"597",1970-01-24 20:59:21,"bed","ON",0
"598",1970-01-24 21:27:25,"bed","OFF",0
"599",1970-01-24 21:27:35,"toilet","ON",0
"600",1970-01-24 21:54:40,"toilet","OFF",0
"601",1970-01-24 21:54:50,"bed","ON",0
"602",1970-01-24 22:15:58,"bed","OFF",0
"603",1970-01-24 22:16:08,"toilet","ON",0
"604",1970-01-24 22:25:04,"toilet","OFF",0
"605",1970-01-24 22:25:14,"bed","ON",0
"606",1970-01-24 22:39:53,"sleep","ON",0
"607",1970-01-25 06:43:42,"sleep","OFF",0
"608",1970-01-25 06:48:18,"bed","OFF",0
"609",1970-01-25 06:48:28,"toilet","ON",0
"610",1970-01-25 07:29:15,"toilet","OFF",0
"611",1970-01-25 07:29:25,"tv","ON",0
"612",1970-01-25 08:02:48,"social","ON",0
"613",1970-01-25 08:55:46,"social","OFF",0
"614",1970-01-25 08:55:56,"toilet","ON",0
"615",1970-01-25 09:36:08,"toilet","OFF",0
"616",1970-01-25 09:36:18,"pc","ON",0
"617",1970-01-25 10:14:05,"social","ON",0
"618",1970-01-25 14:04:51,"social","OFF",0
"619",1970-01-25 14:05:01,"tv","OFF",0
"620",1970-01-25 14:05:11,"pc","OFF",0
"621",1970-01-25 14:05:21,"social","ON",0
"622",1970-01-25 17:18:16,"social","OFF",0
"623",1970-01-25 17:18:26,"pc","ON",0
"624",1970-01-25 20:22:06,"pc","OFF",0
"625",1970-01-25 20:22:06,"bed","ON",0
"626",1970-01-25 20:33:03,"sleep","ON",0
"627",1970-01-26 06:14:15,"sleep","OFF",0
"628",1970-01-26 06:19:11,"bed","OFF",0
"629",1970-01-26 06:19:21,"toilet","ON",0
"630",1970-01-26 06:55:48,"toilet","OFF",0
"631",1970-01-26 06:55:58,"social","ON",0
"632",1970-01-26 11:26:35,"social","OFF",0
"633",1970-01-26 11:26:45,"pc","ON",0
"634",1970-01-26 11:54:05,"tv","ON",0
"635",1970-01-26 12:30:28,"toilet","ON",0
"636",1970-01-26 12:43:35,"toilet","OFF",0
"637",1970-01-26 12:43:45,"social","ON",0
"638",1970-01-26 15:27:24,"social","OFF",0
"639",1970-01-26 15:27:34,"pc","OFF",0
"640",1970-01-26 15:27:44,"tv","OFF",0
"641",1970-01-26 15:27:54,"pc","ON",0
"642",1970-01-26 18:03:48,"bed","ON",0
"643",1970-01-26 18:17:03,"sleep","ON",0
"644",1970-01-26 22:47:02,"sleep","OFF",0
"645",1970-01-26 22:52:05,"bed","OFF",0
"646",1970-01-26 22:52:15,"pc","OFF",0
"647",1970-01-26 22:52:25,"toilet","ON",0
"648",1970-01-26 23:03:36,"toilet","OFF",0
"649",1970-01-26 23:03:46,"bed","ON",0
"650",1970-01-26 23:17:46,"sleep","ON",0
"651",1970-01-27 04:39:21,"sleep","OFF",0
"652",1970-01-27 04:44:15,"bed","OFF",0
"653",1970-01-27 04:44:25,"toilet","ON",0
"654",1970-01-27 04:55:08,"toilet","OFF",0
"655",1970-01-27 04:55:18,"bed","ON",0
"656",1970-01-27 05:10:40,"sleep","ON",0
"657",1970-01-27 11:19:16,"sleep","OFF",0
"658",1970-01-27 11:24:04,"bed","OFF",0
"659",1970-01-27 11:24:14,"toilet","ON",0
"660",1970-01-27 11:52:58,"toilet","OFF",0
"661",1970-01-27 11:53:08,"tv","ON",0
"662",1970-01-27 15:17:18,"tv","OFF",0
"663",1970-01-27 15:17:18,"toilet","ON",0
"664",1970-01-27 15:27:03,"toilet","OFF",0
"665",1970-01-27 15:27:13,"social","ON",0
"666",1970-01-27 18:26:17,"social","OFF",0
"667",1970-01-27 18:26:27,"bed","ON",0
"668",1970-01-27 18:43:21,"sleep","ON",0
"669",1970-01-28 01:13:41,"sleep","OFF",0
"670",1970-01-28 01:17:55,"bed","OFF",0
"671",1970-01-28 01:18:05,"toilet","ON",0
"672",1970-01-28 01:27:25,"toilet","OFF",0
"673",1970-01-28 01:27:35,"bed","ON",0
"674",1970-01-28 01:39:02,"sleep","ON",0
"675",1970-01-28 05:39:23,"sleep","OFF",0
"676",1970-01-28 05:42:01,"bed","OFF",0
"677",1970-01-28 05:42:11,"toilet","ON",0
"678",1970-01-28 05:51:06,"toilet","OFF",0
"679",1970-01-28 05:51:16,"bed","ON",0
"680",1970-01-28 06:03:05,"sleep","ON",0
"681",1970-01-28 10:12:25,"sleep","OFF",0
"682",1970-01-28 10:16:53,"bed","OFF",0
"683",1970-01-28 10:17:03,"toilet","ON",0
"684",1970-01-28 10:42:32,"toilet","OFF",0
"685",1970-01-28 10:42:42,"tv","ON",0
"686",1970-01-28 13:04:13,"bed","ON",0
"687",1970-01-28 13:31:26,"bed","OFF",0
"688",1970-01-28 13:31:36,"pc","ON",0
"689",1970-01-28 13:42:16,"social","ON",0
"690",1970-01-28 16:08:51,"social","OFF",0
"691",1970-01-28 16:09:01,"tv","OFF",0
"692",1970-01-28 16:09:11,"pc","OFF",0
"693",1970-01-28 16:09:21,"social","ON",0
"694",1970-01-28 17:46:18,"social","OFF",0
"695",1970-01-28 17:46:28,"tv","ON",0
"696",1970-01-28 19:57:37,"toilet","ON",0
"697",1970-01-28 20:02:33,"toilet","OFF",0
"698",1970-01-28 20:02:43,"bed","ON",0
"699",1970-01-28 20:32:21,"bed","OFF",0
"700",1970-01-28 20:32:31,"toilet","ON",0
"701",1970-01-28 20:42:44,"toilet","OFF",0
"702",1970-01-28 20:42:54,"bed","ON",0
"703",1970-01-28 20:59:16,"sleep","ON",0
"704",1970-01-29 00:05:39,"sleep","OFF",0
"705",1970-01-29 00:10:58,"bed","OFF",0
"706",1970-01-29 00:11:08,"tv","OFF",0
"707",1970-01-29 00:11:18,"bed","ON",0
"708",1970-01-29 00:20:12,"sleep","ON",0
"709",1970-01-29 07:48:14,"sleep","OFF",0
"710",1970-01-29 07:54:57,"bed","OFF",0
"711",1970-01-29 07:55:07,"toilet","ON",0
"712",1970-01-29 08:22:52,"toilet","OFF",0
"713",1970-01-29 08:23:02,"pc","ON",0
"714",1970-01-29 08:42:01,"pc","OFF",0
"715",1970-01-29 08:42:01,"tv","ON",0
"716",1970-01-29 10:48:41,"toilet","ON",0
"717",1970-01-29 10:58:10,"toilet","OFF",0
"718",1970-01-29 10:58:20,"pc","ON",0
"719",1970-01-29 12:39:05,"bed","ON",0
"720",1970-01-29 13:08:25,"bed","OFF",0
"721",1970-01-29 13:08:35,"tv","OFF",0
"722",1970-01-29 13:08:45,"pc","OFF",0
"723",1970-01-29 13:08:55,"bed","ON",0
"724",1970-01-29 13:30:39,"bed","OFF",0
"725",1970-01-29 13:30:49,"social","ON",0
"726",1970-01-29 15:21:18,"social","OFF",0
"727",1970-01-29 15:21:28,"pc","ON",0
"728",1970-01-29 16:06:03,"toilet","ON",0
"729",1970-01-29 16:14:06,"toilet","OFF",0
"730",1970-01-29 16:14:16,"social","ON",0
"731",1970-01-29 17:22:40,"social","OFF",0
"732",1970-01-29 17:22:50,"tv","ON",0
"733",1970-01-29 20:58:05,"pc","OFF",0
"734",1970-01-29 20:58:15,"toilet","ON",0
"735",1970-01-29 21:09:45,"toilet","OFF",0
"736",1970-01-29 21:09:55,"bed","ON",0
"737",1970-01-29 21:47:37,"bed","OFF",0
"738",1970-01-29 21:47:47,"toilet","ON",0
"739",1970-01-29 22:09:22,"toilet","OFF",0
"740",1970-01-29 22:09:32,"bed","ON",0
"741",1970-01-29 22:25:37,"sleep","ON",0
"742",1970-01-30 05:24:03,"sleep","OFF",0
"743",1970-01-30 05:27:49,"bed","OFF",0
"744",1970-01-30 05:27:59,"tv","OFF",0
"745",1970-01-30 05:28:09,"bed","ON",0
"746",1970-01-30 05:37:27,"sleep","ON",0
"747",1970-01-30 13:01:54,"sleep","OFF",0
"748",1970-01-30 13:08:38,"bed","OFF",0
"749",1970-01-30 13:08:48,"toilet","ON",0
"750",1970-01-30 13:19:36,"toilet","OFF",0
"751",1970-01-30 13:19:46,"social","ON",0
"752",1970-01-30 14:37:04,"social","OFF",0
"753",1970-01-30 14:37:14,"toilet","ON",0
"754",1970-01-30 14:45:57,"toilet","OFF",0
"755",1970-01-30 14:46:07,"social","ON",0
"756",1970-01-30 20:17:47,"social","OFF",0
"757",1970-01-30 20:17:57,"toilet","ON",0
"758",1970-01-30 20:28:38,"toilet","OFF",0
"759",1970-01-30 20:28:48,"bed","ON",0
"760",1970-01-30 20:44:07,"sleep","ON",0
"761",1970-01-31 06:41:06,"sleep","OFF",0
"762",1970-01-31 06:45:50,"bed","OFF",0
"763",1970-01-31 06:46:00,"toilet","ON",0
"764",1970-01-31 06:57:14,"toilet","OFF",0
"765",1970-01-31 06:57:24,"social","ON",0
"766",1970-01-31 07:41:30,"social","OFF",0
"767",1970-01-31 07:41:40,"bed","ON",0
"768",1970-01-31 08:16:35,"bed","OFF",0
"769",1970-01-31 08:16:45,"pc","ON",0
"770",1970-01-31 08:39:00,"toilet","ON",0
"771",1970-01-31 09:18:12,"toilet","OFF",0
"772",1970-01-31 09:18:22,"pc","OFF",0
"773",1970-01-31 09:18:32,"social","ON",0
"774",1970-01-31 09:55:59,"social","OFF",0
"775",1970-01-31 09:56:09,"pc","ON",0
"776",1970-01-31 11:07:38,"social","ON",0
"777",1970-01-31 13:38:57,"social","OFF",0
"778",1970-01-31 13:39:07,"pc","OFF",0
"779",1970-01-31 13:39:17,"toilet","ON",0
"780",1970-01-31 13:50:54,"toilet","OFF",0
"781",1970-01-31 13:51:04,"pc","ON",0
"782",1970-01-31 14:04:31,"social","ON",0
"783",1970-01-31 15:13:12,"social","OFF",0
"784",1970-01-31 15:13:22,"toilet","ON",0
"785",1970-01-31 15:21:08,"toilet","OFF",0
"786",1970-01-31 15:21:18,"social","ON",0
"787",1970-01-31 17:19:54,"social","OFF",0
"788",1970-01-31 17:20:04,"pc","OFF",0
"789",1970-01-31 17:20:14,"bed","ON",0
"790",1970-01-31 17:53:47,"bed","OFF",0
"791",1970-01-31 17:53:57,"social","ON",0
"792",1970-01-31 21:26:08,"social","OFF",0
"793",1970-01-31 21:26:18,"bed","ON",0
"794",1970-01-31 21:52:25,"bed","OFF",0
"795",1970-01-31 21:52:35,"toilet","ON",0
"796",1970-01-31 22:02:41,"toilet","OFF",0
"797",1970-01-31 22:02:51,"pc","ON",0
"798",1970-01-31 22:45:23,"bed","ON",0
"799",1970-01-31 23:05:24,"sleep","ON",0
"800",1970-02-01 04:05:36,"sleep","OFF",0
"801",1970-02-01 04:10:36,"bed","OFF",0
"802",1970-02-01 04:10:46,"pc","OFF",1
"803",1970-02-01 04:10:56,"bed","ON",1
"804",1970-02-01 17:14:39,"bed","OFF",1
"805",1970-02-01 17:14:49,"toilet","ON",1
"806",1970-02-01 17:34:54,"toilet","OFF",1
"807",1970-02-01 17:35:04,"social","ON",1
"808",1970-02-01 19:47:53,"social","OFF",1
"809",1970-02-01 19:48:03,"pc","ON",1
"810",1970-02-01 20:58:19,"toilet","ON",1
"811",1970-02-01 21:20:13,"toilet","OFF",1
"812",1970-02-01 21:20:23,"bed","ON",1
"813",1970-02-01 23:56:00,"sleep","ON",0
"814",1970-02-02 03:40:26,"sleep","OFF",0
"815",1970-02-02 11:37:24,"bed","OFF",1
"816",1970-02-02 11:37:34,"pc","OFF",1
"817",1970-02-02 11:37:44,"bed","ON",1
"818",1970-02-02 18:01:12,"bed","OFF",1
"819",1970-02-02 18:01:22,"social","ON",1
"820",1970-02-02 18:09:01,"social","OFF",1
"821",1970-02-02 18:09:11,"pc","ON",1
"822",1970-02-03 01:45:31,"pc","OFF",1
"823",1970-02-03 01:45:31,"bed","ON",1
"824",1970-02-03 02:12:36,"bed","OFF",1
"825",1970-02-03 02:12:46,"toilet","ON",1
"826",1970-02-03 02:32:47,"toilet","OFF",1
"827",1970-02-03 02:32:57,"bed","ON",1
"828",1970-02-03 04:13:38,"sleep","ON",0
"829",1970-02-03 10:47:57,"sleep","OFF",0
"830",1970-02-03 16:00:05,"bed","OFF",1
"831",1970-02-03 16:00:15,"toilet","ON",1
"832",1970-02-03 16:20:14,"toilet","OFF",1
"833",1970-02-03 16:20:24,"bed","ON",1
"834",1970-02-03 20:34:18,"bed","OFF",1
"835",1970-02-03 20:34:28,"toilet","ON",1
"836",1970-02-03 20:46:37,"toilet","OFF",1
"837",1970-02-03 20:46:47,"pc","ON",1
"838",1970-02-03 20:55:06,"social","ON",1
"839",1970-02-03 22:17:41,"social","OFF",1
"840",1970-02-03 22:17:51,"bed","ON",1
"841",1970-02-03 22:23:03,"bed","OFF",1
"842",1970-02-03 22:23:13,"toilet","ON",1
"843",1970-02-03 23:20:07,"toilet","OFF",1
"844",1970-02-03 23:20:17,"bed","ON",1
"845",1970-02-04 00:24:01,"sleep","ON",0
"846",1970-02-04 09:47:40,"sleep","OFF",0
"847",1970-02-04 13:08:54,"bed","OFF",1
"848",1970-02-04 13:09:04,"pc","OFF",1
"849",1970-02-04 13:09:14,"toilet","ON",1
"850",1970-02-04 14:03:10,"toilet","OFF",1
"851",1970-02-04 14:03:20,"bed","ON",1
"852",1970-02-04 19:28:57,"bed","OFF",1
"853",1970-02-04 19:29:07,"toilet","ON",1
"854",1970-02-04 19:29:23,"toilet","OFF",1
"855",1970-02-04 19:29:33,"bed","ON",1
"856",1970-02-04 20:54:57,"sleep","ON",0
"857",1970-02-05 04:37:30,"sleep","OFF",0
"858",1970-02-05 09:03:52,"bed","OFF",1
"859",1970-02-05 09:04:02,"toilet","ON",1
"860",1970-02-05 09:15:30,"toilet","OFF",1
"861",1970-02-05 09:15:40,"pc","ON",1
"862",1970-02-05 15:45:30,"pc","OFF",1
"863",1970-02-05 15:45:30,"social","ON",1
"864",1970-02-06 00:12:16,"social","OFF",1
"865",1970-02-06 00:12:26,"bed","ON",1
"866",1970-02-06 13:09:37,"bed","OFF",1
"867",1970-02-06 13:09:47,"social","ON",1
"868",1970-02-06 15:36:00,"social","OFF",1
"869",1970-02-06 15:36:10,"bed","ON",1
"870",1970-02-06 23:08:46,"bed","OFF",1
"871",1970-02-06 23:08:56,"toilet","ON",1
"872",1970-02-06 23:18:44,"toilet","OFF",1
"873",1970-02-06 23:18:54,"bed","ON",1
"874",1970-02-07 04:35:59,"bed","OFF",1
"875",1970-02-07 04:36:09,"toilet","ON",1
"876",1970-02-07 04:45:30,"toilet","OFF",1
"877",1970-02-07 04:45:40,"bed","ON",1
"878",1970-02-07 17:12:51,"bed","OFF",1
"879",1970-02-07 17:13:01,"toilet","ON",1
"880",1970-02-07 17:14:07,"toilet","OFF",1
"881",1970-02-07 17:14:17,"tv","ON",1
"882",1970-02-07 17:54:59,"toilet","ON",1
"883",1970-02-07 17:55:08,"toilet","OFF",1
"884",1970-02-07 17:55:18,"bed","ON",1
"885",1970-02-07 18:05:10,"sleep","ON",0
"886",1970-02-07 18:52:14,"sleep","OFF",0
"887",1970-02-07 18:57:00,"bed","OFF",1
"888",1970-02-07 18:57:10,"pc","ON",1
"889",1970-02-07 20:42:59,"tv","OFF",1
"890",1970-02-07 20:43:09,"social","ON",1
"891",1970-02-07 20:52:29,"social","OFF",1
"892",1970-02-07 20:52:39,"toilet","ON",1
"893",1970-02-07 21:17:32,"toilet","OFF",1
"894",1970-02-07 21:17:42,"bed","ON",1
"895",1970-02-07 21:21:53,"bed","OFF",1
"896",1970-02-07 21:22:03,"toilet","ON",1
"897",1970-02-07 21:22:26,"toilet","OFF",1
"898",1970-02-07 21:22:36,"bed","ON",1
"899",1970-02-07 22:21:31,"bed","OFF",1
"900",1970-02-07 22:21:41,"pc","OFF",1
"901",1970-02-07 22:21:51,"toilet","ON",1
"902",1970-02-07 22:32:39,"toilet","OFF",1
"903",1970-02-07 22:32:49,"bed","ON",1
"904",1970-02-07 23:05:27,"bed","OFF",1
"905",1970-02-07 23:05:37,"toilet","ON",1
"906",1970-02-07 23:26:59,"toilet","OFF",1
"907",1970-02-07 23:27:09,"bed","ON",1
"908",1970-02-07 23:35:25,"sleep","ON",0
"909",1970-02-08 00:24:21,"sleep","OFF",0
"910",1970-02-08 00:28:16,"bed","OFF",1
"911",1970-02-08 00:28:26,"toilet","ON",1
"912",1970-02-08 00:49:52,"toilet","OFF",1
"913",1970-02-08 00:50:02,"social","ON",1
"914",1970-02-08 04:45:10,"social","OFF",1
"915",1970-02-08 04:45:20,"bed","ON",1
"916",1970-02-08 05:00:42,"sleep","ON",0
"917",1970-02-08 05:42:32,"sleep","OFF",0
"918",1970-02-08 05:47:05,"bed","OFF",1
"919",1970-02-08 05:47:15,"tv","ON",1
"920",1970-02-08 09:38:03,"tv","OFF",1
"921",1970-02-08 09:38:03,"social","ON",1
"922",1970-02-08 20:14:55,"social","OFF",1
"923",1970-02-08 20:15:05,"toilet","ON",1
"924",1970-02-08 20:24:36,"toilet","OFF",1
"925",1970-02-08 20:24:46,"bed","ON",1
"926",1970-02-08 21:20:22,"bed","OFF",1
"927",1970-02-08 21:20:32,"tv","ON",1
"928",1970-02-08 21:35:33,"toilet","ON",1
"929",1970-02-08 21:35:51,"toilet","OFF",1
"930",1970-02-08 21:36:01,"bed","ON",1
"931",1970-02-08 21:36:07,"bed","OFF",1
"932",1970-02-08 21:36:17,"toilet","ON",1
"933",1970-02-08 21:40:53,"toilet","OFF",1
"934",1970-02-08 21:41:03,"bed","ON",1
"935",1970-02-08 21:54:03,"sleep","ON",0
"936",1970-02-09 11:39:00,"sleep","OFF",0
"937",1970-02-09 11:43:36,"bed","OFF",1
"938",1970-02-09 11:43:46,"tv","OFF",1
"939",1970-02-09 11:43:56,"bed","ON",1
"940",1970-02-09 11:46:59,"bed","OFF",1
"941",1970-02-09 11:47:09,"toilet","ON",1
"942",1970-02-09 12:58:32,"toilet","OFF",1
"943",1970-02-09 12:58:42,"pc","ON",1
"944",1970-02-09 14:35:28,"pc","OFF",1
"945",1970-02-09 14:35:28,"tv","ON",1
"946",1970-02-09 18:26:27,"social","ON",1
"947",1970-02-09 19:44:28,"social","OFF",1
"948",1970-02-09 19:44:38,"tv","OFF",1
"949",1970-02-09 19:44:48,"bed","ON",1
"950",1970-02-09 20:34:44,"bed","OFF",1
"951",1970-02-09 20:34:54,"toilet","ON",1
"952",1970-02-09 20:35:05,"toilet","OFF",1
"953",1970-02-09 20:35:15,"bed","ON",1
"954",1970-02-09 21:23:34,"bed","OFF",1
"955",1970-02-09 21:23:44,"pc","ON",1
"956",1970-02-09 22:38:49,"pc","OFF",1
"957",1970-02-09 22:38:49,"bed","ON",1
"958",1970-02-09 23:28:04,"bed","OFF",1
"959",1970-02-09 23:28:14,"toilet","ON",1
"960",1970-02-09 23:49:03,"toilet","OFF",1
"961",1970-02-09 23:49:13,"bed","ON",1
"962",1970-02-10 00:27:34,"bed","OFF",1
"963",1970-02-10 00:27:44,"toilet","ON",1
"964",1970-02-10 01:21:47,"toilet","OFF",1
"965",1970-02-10 01:21:57,"social","ON",1
"966",1970-02-10 09:54:19,"social","OFF",1
"967",1970-02-10 09:54:29,"tv","ON",1
"968",1970-02-10 11:08:28,"tv","OFF",1
"969",1970-02-10 11:08:28,"bed","ON",1
"970",1970-02-10 11:53:24,"bed","OFF",1
"971",1970-02-10 11:53:34,"toilet","ON",1
"972",1970-02-10 12:01:05,"toilet","OFF",1
"973",1970-02-10 12:01:15,"pc","ON",1
"974",1970-02-10 17:49:38,"toilet","ON",1
"975",1970-02-10 18:47:16,"toilet","OFF",1
"976",1970-02-10 18:47:26,"social","ON",1
"977",1970-02-10 21:01:10,"social","OFF",1
"978",1970-02-10 21:01:20,"pc","OFF",1
"979",1970-02-10 21:01:30,"bed","ON",1
"980",1970-02-10 23:11:06,"sleep","ON",0
"981",1970-02-11 06:04:03,"sleep","OFF",0
"982",1970-02-11 12:42:58,"bed","OFF",1
"983",1970-02-11 12:43:08,"toilet","ON",1
"984",1970-02-11 12:51:57,"toilet","OFF",1
"985",1970-02-11 12:52:07,"bed","ON",1
"986",1970-02-11 21:26:22,"bed","OFF",1
"987",1970-02-11 21:26:32,"toilet","ON",1
"988",1970-02-11 22:36:36,"toilet","OFF",1
"989",1970-02-11 22:36:46,"bed","ON",1
"990",1970-02-12 07:11:19,"bed","OFF",1
"991",1970-02-12 07:11:29,"toilet","ON",1
"992",1970-02-12 07:32:03,"toilet","OFF",1
"993",1970-02-12 07:32:13,"bed","ON",1
"994",1970-02-12 14:32:03,"bed","OFF",1
"995",1970-02-12 14:32:13,"toilet","ON",1
"996",1970-02-12 14:56:43,"toilet","OFF",1
"997",1970-02-12 14:56:53,"social","ON",1
"998",1970-02-12 23:42:10,"social","OFF",1
"999",1970-02-12 23:42:20,"toilet","ON",1
"1000",1970-02-12 23:42:38,"toilet","OFF",1
"1001",1970-02-12 23:42:48,"social","ON",1
"1002",1970-02-13 01:49:34,"social","OFF",1
"1003",1970-02-13 01:49:44,"toilet","ON",1
"1004",1970-02-13 01:55:03,"toilet","OFF",1
"1005",1970-02-13 01:55:13,"bed","ON",1
"1006",1970-02-13 02:06:54,"sleep","ON",0
"1007",1970-02-13 02:54:14,"sleep","OFF",0
"1008",1970-02-13 02:57:44,"bed","OFF",1
"1009",1970-02-13 02:57:54,"social","ON",1
"1010",1970-02-13 04:55:27,"social","OFF",1
"1011",1970-02-13 04:55:37,"bed","ON",1
"1012",1970-02-13 05:05:14,"sleep","ON",0
"1013",1970-02-13 06:56:01,"sleep","OFF",0
"1014",1970-02-13 06:59:48,"sleep","ON",0
"1015",1970-02-13 11:49:37,"sleep","OFF",0
"1016",1970-02-13 11:53:08,"sleep","ON",0
"1017",1970-02-13 16:07:04,"sleep","OFF",0
"1018",1970-02-13 16:12:44,"sleep","ON",0
"1019",1970-02-13 18:26:45,"sleep","OFF",0
"1020",1970-02-13 18:28:00,"sleep","ON",0
"1021",1970-02-13 19:26:08,"sleep","OFF",0
"1022",1970-02-13 19:31:18,"bed","OFF",1
"1023",1970-02-13 19:31:28,"toilet","ON",1
"1024",1970-02-13 19:31:34,"toilet","OFF",1
"1025",1970-02-13 19:31:44,"bed","ON",1
"1026",1970-02-13 20:29:01,"bed","OFF",1
"1027",1970-02-13 20:29:11,"toilet","ON",1
"1028",1970-02-13 20:29:42,"toilet","OFF",1
"1029",1970-02-13 20:29:52,"social","ON",1
"1030",1970-02-13 22:13:01,"social","OFF",1
"1031",1970-02-13 22:13:11,"bed","ON",1
"1032",1970-02-13 22:34:32,"bed","OFF",1
"1033",1970-02-13 22:34:42,"toilet","ON",1
"1034",1970-02-13 22:55:09,"toilet","OFF",1
"1035",1970-02-13 22:55:19,"bed","ON",1
"1036",1970-02-13 23:05:57,"bed","OFF",1
"1037",1970-02-13 23:06:07,"social","ON",1
"1038",1970-02-14 02:27:38,"social","OFF",1
"1039",1970-02-14 02:27:48,"bed","ON",1
"1040",1970-02-14 02:32:54,"bed","OFF",1
"1041",1970-02-14 02:33:04,"toilet","ON",1
"1042",1970-02-14 02:41:39,"toilet","OFF",1
"1043",1970-02-14 02:41:49,"tv","ON",1
"1044",1970-02-14 08:25:03,"bed","ON",1
"1045",1970-02-14 21:14:19,"bed","OFF",1
"1046",1970-02-14 21:14:29,"tv","OFF",1
"1047",1970-02-14 21:14:39,"pc","ON",1
"1048",1970-02-15 05:18:18,"pc","OFF",1
"1049",1970-02-15 05:18:18,"toilet","ON",1
"1050",1970-02-15 05:18:38,"toilet","OFF",1
"1051",1970-02-15 05:18:48,"bed","ON",1
"1052",1970-02-15 05:52:51,"bed","OFF",1
"1053",1970-02-15 05:53:01,"social","ON",1
"1054",1970-02-15 08:59:04,"social","OFF",1
"1055",1970-02-15 08:59:14,"pc","ON",1
"1056",1970-02-15 15:37:00,"pc","OFF",1
"1057",1970-02-15 15:37:00,"social","ON",1
"1058",1970-02-15 16:59:33,"social","OFF",1
"1059",1970-02-15 16:59:43,"bed","ON",1
"1060",1970-02-16 02:49:37,"bed","OFF",1
"1061",1970-02-16 02:49:47,"toilet","ON",1
"1062",1970-02-16 03:01:33,"toilet","OFF",1
"1063",1970-02-16 03:01:43,"bed","ON",1
"1064",1970-02-16 03:04:57,"bed","OFF",1
"1065",1970-02-16 03:05:07,"social","ON",1
"1066",1970-02-16 06:21:56,"social","OFF",1
"1067",1970-02-16 06:22:06,"toilet","ON",1
"1068",1970-02-16 06:32:37,"toilet","OFF",1
"1069",1970-02-16 06:32:47,"bed","ON",1
"1070",1970-02-16 12:41:05,"bed","OFF",1
"1071",1970-02-16 12:41:15,"tv","ON",1
"1072",1970-02-16 12:55:15,"social","ON",1
"1073",1970-02-16 22:05:35,"social","OFF",1
"1074",1970-02-16 22:05:45,"tv","OFF",1
"1075",1970-02-16 22:05:55,"social","ON",1
"1076",1970-02-16 23:22:21,"social","OFF",1
"1077",1970-02-16 23:22:31,"bed","ON",1
"1078",1970-02-16 23:45:29,"bed","OFF",1
"1079",1970-02-16 23:45:39,"toilet","ON",1
"1080",1970-02-17 00:06:55,"toilet","OFF",1
